"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-3.16962093e-01,7.91476481e-03,0.00000000e+00,5.00000000e-01,2.50000000e-01,0.00000000e+00
-3.15694213e-01,7.95387011e-03,0.00000000e+00,5.00000000e-01,2.50999987e-01,0.00000000e+00
-3.14426303e-01,7.99297635e-03,0.00000000e+00,5.00000000e-01,2.52000004e-01,0.00000000e+00
-3.13158453e-01,8.03208165e-03,0.00000000e+00,5.00000000e-01,2.52999991e-01,0.00000000e+00
-3.11890543e-01,8.07118788e-03,0.00000000e+00,5.00000000e-01,2.54000008e-01,0.00000000e+00
-3.10622662e-01,8.11029319e-03,0.00000000e+00,5.00000000e-01,2.54999995e-01,0.00000000e+00
-3.09354752e-01,8.14939942e-03,0.00000000e+00,5.00000000e-01,2.56000012e-01,0.00000000e+00
-3.08086872e-01,8.18850473e-03,0.00000000e+00,5.00000000e-01,2.56999999e-01,0.00000000e+00
-3.06819022e-01,8.22760910e-03,0.00000000e+00,5.00000000e-01,2.57999986e-01,0.00000000e+00
-3.05551112e-01,8.26671626e-03,0.00000000e+00,5.00000000e-01,2.59000003e-01,0.00000000e+00
-3.04294944e-01,8.30410514e-03,0.00000000e+00,5.00000000e-01,2.59999990e-01,0.00000000e+00
-3.03051591e-01,8.33961740e-03,0.00000000e+00,5.00000000e-01,2.61000007e-01,0.00000000e+00
-3.01808268e-01,8.37512966e-03,0.00000000e+00,5.00000000e-01,2.61999995e-01,0.00000000e+00
-3.00564885e-01,8.41064192e-03,0.00000000e+00,5.00000000e-01,2.63000011e-01,0.00000000e+00
-2.99321562e-01,8.44615418e-03,0.00000000e+00,5.00000000e-01,2.63999999e-01,0.00000000e+00
-2.98078209e-01,8.48166551e-03,0.00000000e+00,5.00000000e-01,2.64999986e-01,0.00000000e+00
-2.96834856e-01,8.51717871e-03,0.00000000e+00,5.00000000e-01,2.66000003e-01,0.00000000e+00
-2.95591533e-01,8.55269004e-03,0.00000000e+00,5.00000000e-01,2.66999990e-01,0.00000000e+00
-2.94348150e-01,8.58820323e-03,0.00000000e+00,5.00000000e-01,2.68000007e-01,0.00000000e+00
-2.93104827e-01,8.62371456e-03,0.00000000e+00,5.00000000e-01,2.68999994e-01,0.00000000e+00
-2.91861445e-01,8.65922775e-03,0.00000000e+00,5.00000000e-01,2.70000011e-01,0.00000000e+00
-2.90618122e-01,8.69473908e-03,0.00000000e+00,5.00000000e-01,2.70999998e-01,0.00000000e+00
-2.89393574e-01,8.73014983e-03,0.00000000e+00,5.00000000e-01,2.72000015e-01,0.00000000e+00
-2.88194656e-01,8.76542088e-03,0.00000000e+00,5.00000000e-01,2.73000002e-01,0.00000000e+00
-2.86995739e-01,8.80069099e-03,0.00000000e+00,5.00000000e-01,2.73999989e-01,0.00000000e+00
-2.85796762e-01,8.83596297e-03,0.00000000e+00,5.00000000e-01,2.75000006e-01,0.00000000e+00
-2.84597844e-01,8.87123402e-03,0.00000000e+00,5.00000000e-01,2.75999993e-01,0.00000000e+00
-2.83398867e-01,8.90650507e-03,0.00000000e+00,5.00000000e-01,2.77000010e-01,0.00000000e+00
-2.82199949e-01,8.94177612e-03,0.00000000e+00,5.00000000e-01,2.77999997e-01,0.00000000e+00
-2.81000972e-01,8.97704810e-03,0.00000000e+00,5.00000000e-01,2.79000014e-01,0.00000000e+00
-2.79802054e-01,9.01231822e-03,0.00000000e+00,5.00000000e-01,2.80000001e-01,0.00000000e+00
-2.78603107e-01,9.04758926e-03,0.00000000e+00,5.00000000e-01,2.80999988e-01,0.00000000e+00
-2.77404159e-01,9.08286124e-03,0.00000000e+00,5.00000000e-01,2.82000005e-01,0.00000000e+00
-2.76205212e-01,9.11813136e-03,0.00000000e+00,5.00000000e-01,2.82999992e-01,0.00000000e+00
-2.75007576e-01,9.15347319e-03,0.00000000e+00,5.00000000e-01,2.84000009e-01,0.00000000e+00
-2.73862094e-01,9.19159129e-03,0.00000000e+00,5.00000000e-01,2.84999996e-01,0.00000000e+00
-2.72716582e-01,9.22970939e-03,0.00000000e+00,5.00000000e-01,2.86000013e-01,0.00000000e+00
-2.71571130e-01,9.26782656e-03,0.00000000e+00,5.00000000e-01,2.87000000e-01,0.00000000e+00
-2.70425647e-01,9.30594373e-03,0.00000000e+00,5.00000000e-01,2.87999988e-01,0.00000000e+00
-2.69280136e-01,9.34406277e-03,0.00000000e+00,5.00000000e-01,2.89000005e-01,0.00000000e+00
-2.68134683e-01,9.38217994e-03,0.00000000e+00,5.00000000e-01,2.89999992e-01,0.00000000e+00
-2.66989172e-01,9.42029804e-03,0.00000000e+00,5.00000000e-01,2.91000009e-01,0.00000000e+00
-2.65843689e-01,9.45841614e-03,0.00000000e+00,5.00000000e-01,2.91999996e-01,0.00000000e+00
-2.64698178e-01,9.49653424e-03,0.00000000e+00,5.00000000e-01,2.93000013e-01,0.00000000e+00
-2.63552696e-01,9.53465141e-03,0.00000000e+00,5.00000000e-01,2.94000000e-01,0.00000000e+00
-2.62407243e-01,9.57276858e-03,0.00000000e+00,5.00000000e-01,2.94999987e-01,0.00000000e+00
-2.61261731e-01,9.61088762e-03,0.00000000e+00,5.00000000e-01,2.96000004e-01,0.00000000e+00
-2.60130674e-01,9.65044461e-03,0.00000000e+00,5.00000000e-01,2.96999991e-01,0.00000000e+00
-2.59038746e-01,9.69390757e-03,0.00000000e+00,5.00000000e-01,2.98000008e-01,0.00000000e+00
-2.57946819e-01,9.73736960e-03,0.00000000e+00,5.00000000e-01,2.98999995e-01,0.00000000e+00
-2.56854892e-01,9.78083257e-03,0.00000000e+00,5.00000000e-01,3.00000012e-01,0.00000000e+00
-2.55762964e-01,9.82429460e-03,0.00000000e+00,5.00000000e-01,3.00999999e-01,0.00000000e+00
-2.54671037e-01,9.86775570e-03,0.00000000e+00,5.00000000e-01,3.01999986e-01,0.00000000e+00
-2.53579110e-01,9.91121866e-03,0.00000000e+00,5.00000000e-01,3.03000003e-01,0.00000000e+00
-2.52487183e-01,9.95468069e-03,0.00000000e+00,5.00000000e-01,3.03999990e-01,0.00000000e+00
-2.51395255e-01,9.99814365e-03,0.00000000e+00,5.00000000e-01,3.05000007e-01,0.00000000e+00
-2.50303328e-01,1.00416057e-02,0.00000000e+00,5.00000000e-01,3.05999994e-01,0.00000000e+00
-2.49211386e-01,1.00850686e-02,0.00000000e+00,5.00000000e-01,3.07000011e-01,0.00000000e+00
-2.48119473e-01,1.01285307e-02,0.00000000e+00,5.00000000e-01,3.07999998e-01,0.00000000e+00
-2.47027561e-01,1.01719927e-02,0.00000000e+00,5.00000000e-01,3.08999985e-01,0.00000000e+00
-2.45942637e-01,1.02164792e-02,0.00000000e+00,5.00000000e-01,3.10000002e-01,0.00000000e+00
-2.44898140e-01,1.02668535e-02,0.00000000e+00,5.00000000e-01,3.10999990e-01,0.00000000e+00
-2.43853629e-01,1.03172287e-02,0.00000000e+00,5.00000000e-01,3.12000006e-01,0.00000000e+00
-2.42809132e-01,1.03676030e-02,0.00000000e+00,5.00000000e-01,3.12999994e-01,0.00000000e+00
-2.41764605e-01,1.04179792e-02,0.00000000e+00,5.00000000e-01,3.14000010e-01,0.00000000e+00
-2.40720123e-01,1.04683535e-02,0.00000000e+00,5.00000000e-01,3.14999998e-01,0.00000000e+00
-2.39675596e-01,1.05187288e-02,0.00000000e+00,5.00000000e-01,3.16000015e-01,0.00000000e+00
-2.38631099e-01,1.05691031e-02,0.00000000e+00,5.00000000e-01,3.17000002e-01,0.00000000e+00
-2.37586617e-01,1.06194774e-02,0.00000000e+00,5.00000000e-01,3.17999989e-01,0.00000000e+00
-2.36542091e-01,1.06698535e-02,0.00000000e+00,5.00000000e-01,3.19000006e-01,0.00000000e+00
-2.35497609e-01,1.07202278e-02,0.00000000e+00,5.00000000e-01,3.19999993e-01,0.00000000e+00
-2.34453082e-01,1.07706031e-02,0.00000000e+00,5.00000000e-01,3.21000010e-01,0.00000000e+00
-2.33408585e-01,1.08209774e-02,0.00000000e+00,5.00000000e-01,3.21999997e-01,0.00000000e+00
-2.32364073e-01,1.08713536e-02,0.00000000e+00,5.00000000e-01,3.23000014e-01,0.00000000e+00
-2.31344074e-01,1.09266350e-02,0.00000000e+00,5.00000000e-01,3.24000001e-01,0.00000000e+00
-2.30337262e-01,1.09845558e-02,0.00000000e+00,5.00000000e-01,3.24999988e-01,0.00000000e+00
-2.29330406e-01,1.10424785e-02,0.00000000e+00,5.00000000e-01,3.26000005e-01,0.00000000e+00
-2.28323594e-01,1.11003993e-02,0.00000000e+00,5.00000000e-01,3.26999992e-01,0.00000000e+00
-2.27316737e-01,1.11583229e-02,0.00000000e+00,5.00000000e-01,3.28000009e-01,0.00000000e+00
-2.26309925e-01,1.12162437e-02,0.00000000e+00,5.00000000e-01,3.28999996e-01,0.00000000e+00
-2.25303084e-01,1.12741664e-02,0.00000000e+00,5.00000000e-01,3.30000013e-01,0.00000000e+00
-2.24296257e-01,1.13320872e-02,0.00000000e+00,5.00000000e-01,3.31000000e-01,0.00000000e+00
-2.23289445e-01,1.13900090e-02,0.00000000e+00,5.00000000e-01,3.31999987e-01,0.00000000e+00
-2.22282588e-01,1.14479316e-02,0.00000000e+00,5.00000000e-01,3.33000004e-01,0.00000000e+00
-2.21275777e-01,1.15058525e-02,0.00000000e+00,5.00000000e-01,3.33999991e-01,0.00000000e+00
-2.20268920e-01,1.15637751e-02,0.00000000e+00,5.00000000e-01,3.35000008e-01,0.00000000e+00
-2.19262108e-01,1.16216969e-02,0.00000000e+00,5.00000000e-01,3.35999995e-01,0.00000000e+00
-2.18255267e-01,1.16796196e-02,0.00000000e+00,5.00000000e-01,3.37000012e-01,0.00000000e+00
-2.17268959e-01,1.17433025e-02,0.00000000e+00,5.00000000e-01,3.38000000e-01,0.00000000e+00
-2.16288939e-01,1.18087539e-02,0.00000000e+00,5.00000000e-01,3.38999987e-01,0.00000000e+00
-2.15308905e-01,1.18742082e-02,0.00000000e+00,5.00000000e-01,3.40000004e-01,0.00000000e+00
-2.14328885e-01,1.19396597e-02,0.00000000e+00,5.00000000e-01,3.40999991e-01,0.00000000e+00
-2.13348851e-01,1.20051140e-02,0.00000000e+00,5.00000000e-01,3.42000008e-01,0.00000000e+00
-2.12368831e-01,1.20705664e-02,0.00000000e+00,5.00000000e-01,3.42999995e-01,0.00000000e+00
-2.11388797e-01,1.21360198e-02,0.00000000e+00,5.00000000e-01,3.44000012e-01,0.00000000e+00
-2.10408777e-01,1.22014722e-02,0.00000000e+00,5.00000000e-01,3.44999999e-01,0.00000000e+00
-2.09428772e-01,1.22669237e-02,0.00000000e+00,5.00000000e-01,3.45999986e-01,0.00000000e+00
-2.08448723e-01,1.23323780e-02,0.00000000e+00,5.00000000e-01,3.47000003e-01,0.00000000e+00
-2.07468703e-01,1.23978294e-02,0.00000000e+00,5.00000000e-01,3.47999990e-01,0.00000000e+00
-2.06488669e-01,1.24632837e-02,0.00000000e+00,5.00000000e-01,3.49000007e-01,0.00000000e+00
-2.05508649e-01,1.25287361e-02,0.00000000e+00,5.00000000e-01,3.49999994e-01,0.00000000e+00
-2.04528615e-01,1.25941895e-02,0.00000000e+00,5.00000000e-01,3.51000011e-01,0.00000000e+00
-2.03556642e-01,1.26630161e-02,0.00000000e+00,5.00000000e-01,3.51999998e-01,0.00000000e+00
-2.02593341e-01,1.27354758e-02,0.00000000e+00,5.00000000e-01,3.52999985e-01,0.00000000e+00
-2.01630011e-01,1.28079373e-02,0.00000000e+00,5.00000000e-01,3.54000002e-01,0.00000000e+00
-2.00666696e-01,1.28803970e-02,0.00000000e+00,5.00000000e-01,3.54999989e-01,0.00000000e+00
-1.99703366e-01,1.29528586e-02,0.00000000e+00,5.00000000e-01,3.56000006e-01,0.00000000e+00
-1.98740050e-01,1.30253183e-02,0.00000000e+00,5.00000000e-01,3.56999993e-01,0.00000000e+00
-1.97776720e-01,1.30977808e-02,0.00000000e+00,5.00000000e-01,3.58000010e-01,0.00000000e+00
-1.96813419e-01,1.31702395e-02,0.00000000e+00,5.00000000e-01,3.58999997e-01,0.00000000e+00
-1.95850074e-01,1.32427020e-02,0.00000000e+00,5.00000000e-01,3.60000014e-01,0.00000000e+00
-1.94886774e-01,1.33151617e-02,0.00000000e+00,5.00000000e-01,3.61000001e-01,0.00000000e+00
-1.93923473e-01,1.33876214e-02,0.00000000e+00,5.00000000e-01,3.61999989e-01,0.00000000e+00
-1.92960128e-01,1.34600829e-02,0.00000000e+00,5.00000000e-01,3.63000005e-01,0.00000000e+00
-1.91996828e-01,1.35325426e-02,0.00000000e+00,5.00000000e-01,3.63999993e-01,0.00000000e+00
-1.91033497e-01,1.36050042e-02,0.00000000e+00,5.00000000e-01,3.65000010e-01,0.00000000e+00
-1.90070182e-01,1.36774639e-02,0.00000000e+00,5.00000000e-01,3.65999997e-01,0.00000000e+00
-1.89113468e-01,1.37547478e-02,0.00000000e+00,5.00000000e-01,3.67000014e-01,0.00000000e+00
-1.88158557e-01,1.38333263e-02,0.00000000e+00,5.00000000e-01,3.68000001e-01,0.00000000e+00
-1.87203646e-01,1.39119057e-02,0.00000000e+00,5.00000000e-01,3.68999988e-01,0.00000000e+00
-1.86248705e-01,1.39904860e-02,0.00000000e+00,5.00000000e-01,3.70000005e-01,0.00000000e+00
-1.85293794e-01,1.40690645e-02,0.00000000e+00,5.00000000e-01,3.70999992e-01,0.00000000e+00
-1.84338853e-01,1.41476458e-02,0.00000000e+00,5.00000000e-01,3.72000009e-01,0.00000000e+00
-1.83383942e-01,1.42262243e-02,0.00000000e+00,5.00000000e-01,3.72999996e-01,0.00000000e+00
-1.82429001e-01,1.43048055e-02,0.00000000e+00,5.00000000e-01,3.74000013e-01,0.00000000e+00
-1.81474090e-01,1.43833840e-02,0.00000000e+00,5.00000000e-01,3.75000000e-01,0.00000000e+00
-1.80519179e-01,1.44619625e-02,0.00000000e+00,5.00000000e-01,3.75999987e-01,0.00000000e+00
-1.79564238e-01,1.45405438e-02,0.00000000e+00,5.00000000e-01,3.77000004e-01,0.00000000e+00
-1.78609326e-01,1.46191223e-02,0.00000000e+00,5.00000000e-01,3.77999991e-01,0.00000000e+00
-1.77654386e-01,1.46977035e-02,0.00000000e+00,5.00000000e-01,3.79000008e-01,0.00000000e+00
-1.76699474e-01,1.47762820e-02,0.00000000e+00,5.00000000e-01,3.79999995e-01,0.00000000e+00
-1.75744534e-01,1.48548633e-02,0.00000000e+00,5.00000000e-01,3.81000012e-01,0.00000000e+00
-1.74791232e-01,1.49368625e-02,0.00000000e+00,5.00000000e-01,3.81999999e-01,0.00000000e+00
-1.73838705e-01,1.50205242e-02,0.00000000e+00,5.00000000e-01,3.82999986e-01,0.00000000e+00
-1.72886163e-01,1.51041886e-02,0.00000000e+00,5.00000000e-01,3.84000003e-01,0.00000000e+00
-1.71933651e-01,1.51878502e-02,0.00000000e+00,5.00000000e-01,3.84999990e-01,0.00000000e+00
-1.70981094e-01,1.52715147e-02,0.00000000e+00,5.00000000e-01,3.86000007e-01,0.00000000e+00
-1.70028582e-01,1.53551763e-02,0.00000000e+00,5.00000000e-01,3.86999995e-01,0.00000000e+00
-1.69076040e-01,1.54388407e-02,0.00000000e+00,5.00000000e-01,3.88000011e-01,0.00000000e+00
-1.68123513e-01,1.55225024e-02,0.00000000e+00,5.00000000e-01,3.88999999e-01,0.00000000e+00
-1.67171001e-01,1.56061649e-02,0.00000000e+00,5.00000000e-01,3.89999986e-01,0.00000000e+00
-1.66218460e-01,1.56898294e-02,0.00000000e+00,5.00000000e-01,3.91000003e-01,0.00000000e+00
-1.65265933e-01,1.57734901e-02,0.00000000e+00,5.00000000e-01,3.91999990e-01,0.00000000e+00
-1.64313391e-01,1.58571545e-02,0.00000000e+00,5.00000000e-01,3.93000007e-01,0.00000000e+00
-1.63360864e-01,1.59408171e-02,0.00000000e+00,5.00000000e-01,3.93999994e-01,0.00000000e+00
-1.62408322e-01,1.60244815e-02,0.00000000e+00,5.00000000e-01,3.95000011e-01,0.00000000e+00
-1.61455810e-01,1.61081422e-02,0.00000000e+00,5.00000000e-01,3.95999998e-01,0.00000000e+00
-1.60503089e-01,1.61923133e-02,0.00000000e+00,5.00000000e-01,3.97000015e-01,0.00000000e+00
-1.59549147e-01,1.62800439e-02,0.00000000e+00,5.00000000e-01,3.98000002e-01,0.00000000e+00
-1.58595204e-01,1.63677763e-02,0.00000000e+00,5.00000000e-01,3.98999989e-01,0.00000000e+00
-1.57641232e-01,1.64555125e-02,0.00000000e+00,5.00000000e-01,4.00000006e-01,0.00000000e+00
-1.56687289e-01,1.65432449e-02,0.00000000e+00,5.00000000e-01,4.00999993e-01,0.00000000e+00
-1.55733332e-01,1.66309793e-02,0.00000000e+00,5.00000000e-01,4.02000010e-01,0.00000000e+00
-1.54779390e-01,1.67187117e-02,0.00000000e+00,5.00000000e-01,4.02999997e-01,0.00000000e+00
-1.53825417e-01,1.68064460e-02,0.00000000e+00,5.00000000e-01,4.04000014e-01,0.00000000e+00
-1.52871475e-01,1.68941785e-02,0.00000000e+00,5.00000000e-01,4.05000001e-01,0.00000000e+00
-1.51917532e-01,1.69819109e-02,0.00000000e+00,5.00000000e-01,4.05999988e-01,0.00000000e+00
-1.50963575e-01,1.70696452e-02,0.00000000e+00,5.00000000e-01,4.07000005e-01,0.00000000e+00
-1.50009632e-01,1.71573777e-02,0.00000000e+00,5.00000000e-01,4.07999992e-01,0.00000000e+00
-1.49055660e-01,1.72451138e-02,0.00000000e+00,5.00000000e-01,4.09000009e-01,0.00000000e+00
-1.48101717e-01,1.73328444e-02,0.00000000e+00,5.00000000e-01,4.09999996e-01,0.00000000e+00
-1.47147760e-01,1.74205806e-02,0.00000000e+00,5.00000000e-01,4.11000013e-01,0.00000000e+00
-1.46193817e-01,1.75083131e-02,0.00000000e+00,5.00000000e-01,4.12000000e-01,0.00000000e+00
-1.45239428e-01,1.75964553e-02,0.00000000e+00,5.00000000e-01,4.12999988e-01,0.00000000e+00
-1.44281983e-01,1.76873747e-02,0.00000000e+00,5.00000000e-01,4.14000005e-01,0.00000000e+00
-1.43324569e-01,1.77782904e-02,0.00000000e+00,5.00000000e-01,4.14999992e-01,0.00000000e+00
-1.42367125e-01,1.78692099e-02,0.00000000e+00,5.00000000e-01,4.16000009e-01,0.00000000e+00
-1.41409710e-01,1.79601256e-02,0.00000000e+00,5.00000000e-01,4.16999996e-01,0.00000000e+00
-1.40452266e-01,1.80510450e-02,0.00000000e+00,5.00000000e-01,4.18000013e-01,0.00000000e+00
-1.39494851e-01,1.81419626e-02,0.00000000e+00,5.00000000e-01,4.19000000e-01,0.00000000e+00
-1.38537437e-01,1.82328783e-02,0.00000000e+00,5.00000000e-01,4.19999987e-01,0.00000000e+00
-1.37579992e-01,1.83237977e-02,0.00000000e+00,5.00000000e-01,4.21000004e-01,0.00000000e+00
-1.36622578e-01,1.84147134e-02,0.00000000e+00,5.00000000e-01,4.21999991e-01,0.00000000e+00
-1.35665134e-01,1.85056329e-02,0.00000000e+00,5.00000000e-01,4.23000008e-01,0.00000000e+00
-1.34707719e-01,1.85965486e-02,0.00000000e+00,5.00000000e-01,4.23999995e-01,0.00000000e+00
-1.33750275e-01,1.86874680e-02,0.00000000e+00,5.00000000e-01,4.25000012e-01,0.00000000e+00
-1.32792875e-01,1.87783837e-02,0.00000000e+00,5.00000000e-01,4.25999999e-01,0.00000000e+00
-1.31835461e-01,1.88693013e-02,0.00000000e+00,5.00000000e-01,4.26999986e-01,0.00000000e+00
-1.30878016e-01,1.89602189e-02,0.00000000e+00,5.00000000e-01,4.28000003e-01,0.00000000e+00
-1.29920602e-01,1.90511364e-02,0.00000000e+00,5.00000000e-01,4.28999990e-01,0.00000000e+00
-1.28960252e-01,1.91437230e-02,0.00000000e+00,5.00000000e-01,4.30000007e-01,0.00000000e+00
-1.27998516e-01,1.92371104e-02,0.00000000e+00,5.00000000e-01,4.30999994e-01,0.00000000e+00
-1.27036765e-01,1.93305016e-02,0.00000000e+00,5.00000000e-01,4.32000011e-01,0.00000000e+00
-1.26075044e-01,1.94238890e-02,0.00000000e+00,5.00000000e-01,4.32999998e-01,0.00000000e+00
-1.25113323e-01,1.95172764e-02,0.00000000e+00,5.00000000e-01,4.33999985e-01,0.00000000e+00
-1.24151573e-01,1.96106676e-02,0.00000000e+00,5.00000000e-01,4.35000002e-01,0.00000000e+00
-1.23189852e-01,1.97040550e-02,0.00000000e+00,5.00000000e-01,4.35999990e-01,0.00000000e+00
-1.22228101e-01,1.97974462e-02,0.00000000e+00,5.00000000e-01,4.37000006e-01,0.00000000e+00
-1.21266380e-01,1.98908336e-02,0.00000000e+00,5.00000000e-01,4.37999994e-01,0.00000000e+00
-1.20304629e-01,1.99842248e-02,0.00000000e+00,5.00000000e-01,4.39000010e-01,0.00000000e+00
-1.19342901e-01,2.00776123e-02,0.00000000e+00,5.00000000e-01,4.39999998e-01,0.00000000e+00
-1.18381150e-01,2.01710016e-02,0.00000000e+00,5.00000000e-01,4.41000015e-01,0.00000000e+00
-1.17419429e-01,2.02643909e-02,0.00000000e+00,5.00000000e-01,4.42000002e-01,0.00000000e+00
-1.16457708e-01,2.03577783e-02,0.00000000e+00,5.00000000e-01,4.42999989e-01,0.00000000e+00
-1.15495957e-01,2.04511676e-02,0.00000000e+00,5.00000000e-01,4.44000006e-01,0.00000000e+00
-1.14534236e-01,2.05445569e-02,0.00000000e+00,5.00000000e-01,4.44999993e-01,0.00000000e+00
-1.13572478e-01,2.06379462e-02,0.00000000e+00,5.00000000e-01,4.46000010e-01,0.00000000e+00
-1.12607360e-01,2.07327791e-02,0.00000000e+00,5.00000000e-01,4.46999997e-01,0.00000000e+00
-1.11641072e-01,2.08280999e-02,0.00000000e+00,5.00000000e-01,4.48000014e-01,0.00000000e+00
-1.10674813e-01,2.09234171e-02,0.00000000e+00,5.00000000e-01,4.49000001e-01,0.00000000e+00
-1.09708548e-01,2.10187361e-02,0.00000000e+00,5.00000000e-01,4.49999988e-01,0.00000000e+00
-1.08742259e-01,2.11140569e-02,0.00000000e+00,5.00000000e-01,4.51000005e-01,0.00000000e+00
-1.07776001e-01,2.12093741e-02,0.00000000e+00,5.00000000e-01,4.51999992e-01,0.00000000e+00
-1.06809713e-01,2.13046949e-02,0.00000000e+00,5.00000000e-01,4.53000009e-01,0.00000000e+00
-1.05843455e-01,2.14000121e-02,0.00000000e+00,5.00000000e-01,4.53999996e-01,0.00000000e+00
-1.04877166e-01,2.14953329e-02,0.00000000e+00,5.00000000e-01,4.55000013e-01,0.00000000e+00
-1.03910901e-01,2.15906501e-02,0.00000000e+00,5.00000000e-01,4.56000000e-01,0.00000000e+00
-1.02944642e-01,2.16859691e-02,0.00000000e+00,5.00000000e-01,4.56999987e-01,0.00000000e+00
-1.01978354e-01,2.17812881e-02,0.00000000e+00,5.00000000e-01,4.58000004e-01,0.00000000e+00
-1.01012096e-01,2.18766071e-02,0.00000000e+00,5.00000000e-01,4.58999991e-01,0.00000000e+00
-1.00045808e-01,2.19719280e-02,0.00000000e+00,5.00000000e-01,4.60000008e-01,0.00000000e+00
-9.90795419e-02,2.20672451e-02,0.00000000e+00,5.00000000e-01,4.60999995e-01,0.00000000e+00
-9.81132537e-02,2.21625660e-02,0.00000000e+00,5.00000000e-01,4.62000012e-01,0.00000000e+00
-9.71469954e-02,2.22578831e-02,0.00000000e+00,5.00000000e-01,4.63000000e-01,0.00000000e+00
-9.61791947e-02,2.23537143e-02,0.00000000e+00,5.00000000e-01,4.63999987e-01,0.00000000e+00
-9.52083319e-02,2.24505551e-02,0.00000000e+00,5.00000000e-01,4.65000004e-01,0.00000000e+00
-9.42374915e-02,2.25473940e-02,0.00000000e+00,5.00000000e-01,4.65999991e-01,0.00000000e+00
-9.32666287e-02,2.26442348e-02,0.00000000e+00,5.00000000e-01,4.67000008e-01,0.00000000e+00
-9.22957957e-02,2.27410737e-02,0.00000000e+00,5.00000000e-01,4.67999995e-01,0.00000000e+00
-9.13249329e-02,2.28379164e-02,0.00000000e+00,5.00000000e-01,4.69000012e-01,0.00000000e+00
-9.03540999e-02,2.29347553e-02,0.00000000e+00,5.00000000e-01,4.69999999e-01,0.00000000e+00
-8.93832594e-02,2.30315924e-02,0.00000000e+00,5.00000000e-01,4.70999986e-01,0.00000000e+00
-8.84123966e-02,2.31284350e-02,0.00000000e+00,5.00000000e-01,4.72000003e-01,0.00000000e+00
-8.74415636e-02,2.32252739e-02,0.00000000e+00,5.00000000e-01,4.72999990e-01,0.00000000e+00
-8.64707008e-02,2.33221147e-02,0.00000000e+00,5.00000000e-01,4.74000007e-01,0.00000000e+00
-8.54998603e-02,2.34189536e-02,0.00000000e+00,5.00000000e-01,4.74999994e-01,0.00000000e+00
-8.45289975e-02,2.35157944e-02,0.00000000e+00,5.00000000e-01,4.76000011e-01,0.00000000e+00
-8.35581645e-02,2.36126333e-02,0.00000000e+00,5.00000000e-01,4.76999998e-01,0.00000000e+00
-8.25873315e-02,2.37094723e-02,0.00000000e+00,5.00000000e-01,4.77999985e-01,0.00000000e+00
-8.16164687e-02,2.38063149e-02,0.00000000e+00,5.00000000e-01,4.79000002e-01,0.00000000e+00
-8.06456283e-02,2.39031538e-02,0.00000000e+00,5.00000000e-01,4.79999989e-01,0.00000000e+00
-7.96747655e-02,2.39999946e-02,0.00000000e+00,5.00000000e-01,4.81000006e-01,0.00000000e+00
-7.87048787e-02,2.40970384e-02,0.00000000e+00,5.00000000e-01,4.81999993e-01,0.00000000e+00
-7.77362511e-02,2.41943598e-02,0.00000000e+00,5.00000000e-01,4.83000010e-01,0.00000000e+00
-7.67676458e-02,2.42916774e-02,0.00000000e+00,5.00000000e-01,4.83999997e-01,0.00000000e+00
-7.57990181e-02,2.43890006e-02,0.00000000e+00,5.00000000e-01,4.85000014e-01,0.00000000e+00
-7.48304129e-02,2.44863182e-02,0.00000000e+00,5.00000000e-01,4.86000001e-01,0.00000000e+00
-7.38618076e-02,2.45836377e-02,0.00000000e+00,5.00000000e-01,4.86999989e-01,0.00000000e+00
-7.28931800e-02,2.46809591e-02,0.00000000e+00,5.00000000e-01,4.88000005e-01,0.00000000e+00
-7.19245747e-02,2.47782785e-02,0.00000000e+00,5.00000000e-01,4.88999993e-01,0.00000000e+00
-7.09559396e-02,2.48755999e-02,0.00000000e+00,5.00000000e-01,4.90000010e-01,0.00000000e+00
-6.99873418e-02,2.49729194e-02,0.00000000e+00,5.00000000e-01,4.90999997e-01,0.00000000e+00
-6.90187067e-02,2.50702407e-02,0.00000000e+00,5.00000000e-01,4.92000014e-01,0.00000000e+00
-6.80501014e-02,2.51675602e-02,0.00000000e+00,5.00000000e-01,4.93000001e-01,0.00000000e+00
-6.70815036e-02,2.52648778e-02,0.00000000e+00,5.00000000e-01,4.93999988e-01,0.00000000e+00
-6.61128685e-02,2.53622010e-02,0.00000000e+00,5.00000000e-01,4.95000005e-01,0.00000000e+00
-6.51442707e-02,2.54595187e-02,0.00000000e+00,5.00000000e-01,4.95999992e-01,0.00000000e+00
-6.41756356e-02,2.55568400e-02,0.00000000e+00,5.00000000e-01,4.97000009e-01,0.00000000e+00
-6.32070303e-02,2.56541595e-02,0.00000000e+00,5.00000000e-01,4.97999996e-01,0.00000000e+00
-6.22383989e-02,2.57514808e-02,0.00000000e+00,5.00000000e-01,4.99000013e-01,0.00000000e+00
-6.12697974e-02,2.58488003e-02,0.00000000e+00,5.00000000e-01,5.00000000e-01,0.00000000e+00
-6.02959953e-02,2.59469263e-02,0.00000000e+00,5.00000000e-01,5.00999987e-01,0.00000000e+00
-5.93221895e-02,2.60450523e-02,0.00000000e+00,5.00000000e-01,5.01999974e-01,0.00000000e+00
-5.83483279e-02,2.61431839e-02,0.00000000e+00,5.00000000e-01,5.03000021e-01,0.00000000e+00
